Classroom,Subject,Student_Name,Student_Email,Subject_Teacher
291,Engineering,Tina Yellow,tina.yellow@email.com,Prof. Bob
160,Engineering,Sam Davis,sam.davis@university.edu,Prof. Sam
369,English,Olivia Beige,olivia.beige@student.org,Prof. Rita
480,Chemistry,Ivy Gray,ivy.gray@email.com,Prof. Tina
275,Music,Dana Brown,dana.brown@email.com,Prof. Hank
372,Art,Liam Green,liam.green@university.edu,Prof. Kelly
575,Philosophy,Olivia Gray,olivia.gray@student.org,Prof. Olivia
498,Art,Sam Purple,sam.purple@university.edu,Prof. Ivy
274,Environmental Science,Kelly Blue,kelly.blue@student.org,Prof. Frank
394,Political Science,Alice Indigo,alice.indigo@email.com,Prof. Quincy
223,Philosophy,Ivy Orange,ivy.orange@university.edu,Prof. Quincy
504,Music,Alice Red,alice.red@email.com,Prof. Ivy
254,Geography,Dana Gray,dana.gray@email.com,Prof. Ivy
494,Sociology,Nick White,nick.white@university.edu,Prof. Charlie
386,English,Dana Blue,dana.blue@university.edu,Prof. Kelly
180,Anthropology,Ivy Davis,ivy.davis@student.org,Prof. Hank
135,Music,Mona Yellow,mona.yellow@student.org,Prof. Kelly
403,Economics,Paul Indigo,paul.indigo@university.edu,Prof. Quincy
558,Philosophy,Tina Davis,tina.davis@email.com,Prof. Frank
296,English,Nick Teal,nick.teal@student.org,Prof. Dana
505,Statistics,Kelly Brown,kelly.brown@university.edu,Prof. Quincy
597,Environmental Science,Quincy Gray,quincy.gray@email.com,Prof. Nick
192,Economics,Dana Red,dana.red@email.com,Prof. Paul
154,Economics,Kelly Magenta,kelly.magenta@university.edu,Prof. Nick
415,English,Paul Black,paul.black@university.edu,Prof. Rita
467,Statistics,Sam Blue,sam.blue@email.com,Prof. Grace
522,Psychology,Eve Black,eve.black@university.edu,Prof. Charlie
590,Computer Science,Liam Black,liam.black@university.edu,Prof. Olivia
275,Geography,Kelly Green,kelly.green@email.com,Prof. Paul
123,Engineering,Sam Teal,sam.teal@student.org,Prof. Ivy
187,English,Grace Indigo,grace.indigo@university.edu,Prof. Eve
189,English,Quincy Teal,quincy.teal@university.edu,Prof. Dana
120,English,Olivia Azure,olivia.azure@student.org,Prof. Rita
363,Statistics,Sam Orange,sam.orange@email.com,Prof. Rita
170,Physics,Eve Brown,eve.brown@email.com,Prof. Kelly
154,Sociology,Grace Gray,grace.gray@email.com,Prof. Olivia
198,Mathematics,Tina Beige,tina.beige@email.com,Prof. Sam
386,Philosophy,Frank Green,frank.green@email.com,Prof. Olivia
558,Chemistry,Rita Red,rita.red@university.edu,Prof. Tina
310,History,Grace Purple,grace.purple@university.edu,Prof. Olivia
159,Geography,Eve Orange,eve.orange@university.edu,Prof. Eve
351,History,Jack Pink,jack.pink@email.com,Prof. Charlie
353,Economics,Bob Gray,bob.gray@student.org,Prof. Mona
107,Statistics,Quincy Davis,quincy.davis@student.org,Prof. Alice
319,Music,Frank Green,frank.green@university.edu,Prof. Eve
336,Political Science,Sam Purple,sam.purple@student.org,Prof. Quincy
103,Chemistry,Eve Orange,eve.orange@student.org,Prof. Hank
228,Political Science,Tina Brown,tina.brown@student.org,Prof. Paul
433,Economics,Ivy Violet,ivy.violet@email.com,Prof. Ivy
137,Statistics,Tina Teal,tina.teal@email.com,Prof. Paul
270,Architecture,Kelly Orange,kelly.orange@university.edu,Prof. Frank
236,Engineering,Hank Magenta,hank.magenta@email.com,Prof. Alice
147,Physics,Liam Pink,liam.pink@university.edu,Prof. Alice
399,Environmental Science,Dana Gray,dana.gray@student.org,Prof. Olivia
503,Art,Bob White,bob.white@university.edu,Prof. Liam
280,Environmental Science,Mona Davis,mona.davis@email.com,Prof. Grace
301,Philosophy,Sam Blue,sam.blue@student.org,Prof. Olivia
127,Anthropology,Sam Green,sam.green@university.edu,Prof. Bob
232,Environmental Science,Jack Brown,jack.brown@email.com,Prof. Paul
268,Architecture,Paul Azure,paul.azure@university.edu,Prof. Dana
274,Engineering,Alice Violet,alice.violet@university.edu,Prof. Frank
466,History,Quincy Black,quincy.black@email.com,Prof. Sam
253,Architecture,Dana Teal,dana.teal@email.com,Prof. Jack
473,Sociology,Hank Davis,hank.davis@university.edu,Prof. Mona
466,Anthropology,Olivia Davis,olivia.davis@student.org,Prof. Olivia
469,Chemistry,Eve Brown,eve.brown@email.com,Prof. Paul
219,English,Alice Teal,alice.teal@university.edu,Prof. Nick
475,English,Olivia Blue,olivia.blue@university.edu,Prof. Sam
325,Mathematics,Ivy Blue,ivy.blue@email.com,Prof. Nick
350,Music,Alice Green,alice.green@student.org,Prof. Olivia
280,Engineering,Bob Johnson,bob.johnson@student.org,Prof. Bob
550,Chemistry,Olivia Gray,olivia.gray@student.org,Prof. Liam
356,Computer Science,Quincy Yellow,quincy.yellow@email.com,Prof. Bob
109,Economics,Mona Pink,mona.pink@university.edu,Prof. Nick
399,History,Nick Beige,nick.beige@student.org,Prof. Tina
315,Statistics,Liam Teal,liam.teal@student.org,Prof. Alice
307,Computer Science,Olivia White,olivia.white@email.com,Prof. Kelly
587,Mathematics,Charlie White,charlie.white@student.org,Prof. Eve
152,Political Science,Alice Black,alice.black@email.com,Prof. Kelly
492,Music,Liam Beige,liam.beige@email.com,Prof. Rita
202,Statistics,Ivy Blue,ivy.blue@email.com,Prof. Sam
255,English,Charlie Beige,charlie.beige@student.org,Prof. Hank
523,Physics,Kelly Teal,kelly.teal@student.org,Prof. Alice
319,Anthropology,Jack Beige,jack.beige@university.edu,Prof. Ivy
101,Political Science,Tina Magenta,tina.magenta@student.org,Prof. Rita
247,Mathematics,Grace Teal,grace.teal@email.com,Prof. Hank
221,Statistics,Nick Beige,nick.beige@email.com,Prof. Rita
166,Architecture,Hank White,hank.white@student.org,Prof. Eve
177,Environmental Science,Ivy Yellow,ivy.yellow@email.com,Prof. Kelly
202,Political Science,Rita Purple,rita.purple@student.org,Prof. Eve
350,Psychology,Dana Brown,dana.brown@email.com,Prof. Nick
165,Engineering,Kelly Azure,kelly.azure@university.edu,Prof. Alice
321,Statistics,Frank Cyan,frank.cyan@email.com,Prof. Nick
506,Geography,Rita Gray,rita.gray@student.org,Prof. Alice
335,Geography,Dana Cyan,dana.cyan@email.com,Prof. Charlie
243,Philosophy,Bob Red,bob.red@email.com,Prof. Liam
374,Architecture,Liam Teal,liam.teal@email.com,Prof. Jack
176,Mathematics,Rita White,rita.white@student.org,Prof. Rita
553,Psychology,Tina Blue,tina.blue@university.edu,Prof. Paul
194,Environmental Science,Tina Brown,tina.brown@university.edu,Prof. Olivia
273,Engineering,Hank Johnson,hank.johnson@student.org,Prof. Grace
287,Economics,Kelly Teal,kelly.teal@email.com,Prof. Liam
549,Engineering,Bob Teal,bob.teal@email.com,Prof. Hank
245,Anthropology,Hank Pink,hank.pink@university.edu,Prof. Dana
293,Psychology,Sam Azure,sam.azure@student.org,Prof. Paul
185,English,Grace Red,grace.red@student.org,Prof. Jack
126,Physics,Bob Purple,bob.purple@student.org,Prof. Quincy
278,Geography,Bob Violet,bob.violet@student.org,Prof. Liam
176,Geography,Paul Magenta,paul.magenta@email.com,Prof. Hank
260,Psychology,Ivy Gray,ivy.gray@university.edu,Prof. Alice
594,Statistics,Sam Red,sam.red@student.org,Prof. Liam
302,Music,Eve Johnson,eve.johnson@university.edu,Prof. Frank
176,Chemistry,Nick Beige,nick.beige@email.com,Prof. Paul
467,Biology,Charlie Beige,charlie.beige@student.org,Prof. Alice
394,History,Paul Pink,paul.pink@student.org,Prof. Dana
415,Mathematics,Sam Gray,sam.gray@university.edu,Prof. Frank
277,Biology,Grace Magenta,grace.magenta@university.edu,Prof. Olivia
575,Physics,Ivy Johnson,ivy.johnson@university.edu,Prof. Dana
465,History,Sam Yellow,sam.yellow@email.com,Prof. Ivy
406,Statistics,Olivia Green,olivia.green@email.com,Prof. Alice
546,History,Liam Black,liam.black@university.edu,Prof. Grace
177,Anthropology,Eve Red,eve.red@email.com,Prof. Eve
480,Mathematics,Bob Magenta,bob.magenta@student.org,Prof. Dana
445,Environmental Science,Quincy Orange,quincy.orange@university.edu,Prof. Jack
574,Anthropology,Dana White,dana.white@university.edu,Prof. Olivia
135,Architecture,Grace Green,grace.green@university.edu,Prof. Paul
479,Engineering,Eve White,eve.white@email.com,Prof. Charlie
496,Music,Charlie Cyan,charlie.cyan@university.edu,Prof. Charlie
101,Physics,Grace Purple,grace.purple@student.org,Prof. Charlie
123,Music,Rita Red,rita.red@email.com,Prof. Quincy
195,Architecture,Hank Magenta,hank.magenta@university.edu,Prof. Olivia
343,Chemistry,Sam White,sam.white@university.edu,Prof. Mona
413,Geography,Olivia Blue,olivia.blue@email.com,Prof. Tina
405,Statistics,Olivia Davis,olivia.davis@email.com,Prof. Mona
198,Music,Paul Blue,paul.blue@student.org,Prof. Bob
498,Physics,Tina Black,tina.black@email.com,Prof. Paul
560,Economics,Rita Johnson,rita.johnson@student.org,Prof. Mona
272,Music,Kelly Orange,kelly.orange@student.org,Prof. Bob
273,Physics,Dana Orange,dana.orange@university.edu,Prof. Quincy
108,Computer Science,Charlie Johnson,charlie.johnson@university.edu,Prof. Sam
136,Philosophy,Dana Pink,dana.pink@student.org,Prof. Olivia
414,Art,Nick Red,nick.red@email.com,Prof. Nick
155,Computer Science,Rita Black,rita.black@email.com,Prof. Frank
190,Architecture,Nick Violet,nick.violet@university.edu,Prof. Alice
472,Chemistry,Olivia Beige,olivia.beige@email.com,Prof. Hank
543,Statistics,Mona Green,mona.green@university.edu,Prof. Grace
287,English,Bob Black,bob.black@student.org,Prof. Mona
497,Chemistry,Nick Gray,nick.gray@university.edu,Prof. Hank
567,Sociology,Frank Purple,frank.purple@university.edu,Prof. Dana
302,Environmental Science,Paul Violet,paul.violet@email.com,Prof. Bob
467,Economics,Bob Purple,bob.purple@student.org,Prof. Tina
361,English,Nick Orange,nick.orange@email.com,Prof. Charlie
433,Art,Kelly Davis,kelly.davis@university.edu,Prof. Dana
193,Architecture,Nick Pink,nick.pink@student.org,Prof. Paul
600,Engineering,Jack Cyan,jack.cyan@university.edu,Prof. Kelly
593,History,Charlie Brown,charlie.brown@email.com,Prof. Kelly
498,Mathematics,Paul Blue,paul.blue@student.org,Prof. Hank
564,History,Grace Beige,grace.beige@student.org,Prof. Paul
288,History,Ivy Gray,ivy.gray@university.edu,Prof. Rita
542,Statistics,Mona Davis,mona.davis@email.com,Prof. Rita
233,Political Science,Liam Indigo,liam.indigo@email.com,Prof. Nick
576,Political Science,Dana Yellow,dana.yellow@email.com,Prof. Grace
523,Chemistry,Frank Davis,frank.davis@student.org,Prof. Eve
518,Geography,Rita White,rita.white@student.org,Prof. Bob
446,Physics,Tina Black,tina.black@university.edu,Prof. Kelly
507,Biology,Eve Purple,eve.purple@student.org,Prof. Tina
599,Statistics,Paul Red,paul.red@email.com,Prof. Eve
121,Architecture,Jack Purple,jack.purple@university.edu,Prof. Dana
461,Anthropology,Hank Brown,hank.brown@university.edu,Prof. Dana
237,Computer Science,Liam Beige,liam.beige@university.edu,Prof. Mona
227,Sociology,Dana Davis,dana.davis@student.org,Prof. Nick
183,History,Sam Violet,sam.violet@student.org,Prof. Paul
287,Philosophy,Paul Pink,paul.pink@student.org,Prof. Bob
294,Sociology,Ivy Yellow,ivy.yellow@email.com,Prof. Alice
398,Chemistry,Bob Orange,bob.orange@student.org,Prof. Dana
424,History,Hank Black,hank.black@university.edu,Prof. Charlie
225,Physics,Olivia White,olivia.white@university.edu,Prof. Frank
365,Physics,Bob Purple,bob.purple@university.edu,Prof. Tina
183,Architecture,Kelly Violet,kelly.violet@email.com,Prof. Bob
219,Political Science,Kelly Green,kelly.green@email.com,Prof. Kelly
178,Economics,Nick Pink,nick.pink@email.com,Prof. Nick
130,Psychology,Liam Magenta,liam.magenta@email.com,Prof. Jack
263,Architecture,Dana Red,dana.red@university.edu,Prof. Tina
246,Geography,Nick Beige,nick.beige@student.org,Prof. Frank
486,Music,Mona Azure,mona.azure@email.com,Prof. Hank
170,Environmental Science,Hank Johnson,hank.johnson@student.org,Prof. Kelly
301,Psychology,Charlie Johnson,charlie.johnson@email.com,Prof. Rita
429,Engineering,Kelly Pink,kelly.pink@student.org,Prof. Nick
593,Psychology,Rita Red,rita.red@student.org,Prof. Mona
463,Engineering,Alice Magenta,alice.magenta@email.com,Prof. Liam
136,Geography,Paul Indigo,paul.indigo@student.org,Prof. Eve
345,Philosophy,Jack Azure,jack.azure@email.com,Prof. Nick
107,Environmental Science,Charlie White,charlie.white@email.com,Prof. Charlie
452,Environmental Science,Frank Pink,frank.pink@university.edu,Prof. Quincy
459,Chemistry,Grace Magenta,grace.magenta@email.com,Prof. Bob
209,Geography,Kelly Teal,kelly.teal@email.com,Prof. Tina
537,Music,Charlie Gray,charlie.gray@university.edu,Prof. Hank
485,Political Science,Charlie Violet,charlie.violet@email.com,Prof. Hank
262,Philosophy,Eve Violet,eve.violet@student.org,Prof. Sam
155,Music,Rita Violet,rita.violet@email.com,Prof. Frank
106,Music,Sam Red,sam.red@university.edu,Prof. Dana
236,Art,Alice Red,alice.red@student.org,Prof. Rita
353,Computer Science,Jack Pink,jack.pink@student.org,Prof. Hank
265,Biology,Alice White,alice.white@student.org,Prof. Kelly
286,Geography,Charlie Brown,charlie.brown@student.org,Prof. Mona
403,Music,Frank Red,frank.red@university.edu,Prof. Olivia
211,Psychology,Quincy Magenta,quincy.magenta@student.org,Prof. Rita
134,Environmental Science,Charlie Magenta,charlie.magenta@university.edu,Prof. Tina
113,Architecture,Dana Green,dana.green@university.edu,Prof. Mona
115,Computer Science,Tina Davis,tina.davis@email.com,Prof. Quincy
265,Political Science,Mona Cyan,mona.cyan@email.com,Prof. Mona
226,English,Paul Johnson,paul.johnson@student.org,Prof. Frank
295,Mathematics,Hank Violet,hank.violet@university.edu,Prof. Sam
175,Economics,Quincy Blue,quincy.blue@student.org,Prof. Bob
400,Political Science,Kelly Purple,kelly.purple@university.edu,Prof. Grace
414,History,Bob Purple,bob.purple@student.org,Prof. Alice
255,Sociology,Hank Teal,hank.teal@university.edu,Prof. Eve
187,Biology,Mona Cyan,mona.cyan@university.edu,Prof. Alice
292,Mathematics,Sam Magenta,sam.magenta@university.edu,Prof. Bob
267,English,Alice Gray,alice.gray@email.com,Prof. Kelly
570,Architecture,Alice Johnson,alice.johnson@student.org,Prof. Olivia
285,Political Science,Charlie Magenta,charlie.magenta@email.com,Prof. Frank
352,Chemistry,Ivy Teal,ivy.teal@university.edu,Prof. Sam
383,Mathematics,Charlie Orange,charlie.orange@email.com,Prof. Quincy
577,Psychology,Olivia Orange,olivia.orange@email.com,Prof. Sam
369,Environmental Science,Eve Green,eve.green@student.org,Prof. Paul
465,Sociology,Bob Pink,bob.pink@university.edu,Prof. Nick
195,Art,Kelly Orange,kelly.orange@student.org,Prof. Dana
350,Chemistry,Rita Brown,rita.brown@email.com,Prof. Quincy
107,Chemistry,Charlie Teal,charlie.teal@email.com,Prof. Sam
199,Geography,Bob Violet,bob.violet@university.edu,Prof. Tina
420,Philosophy,Bob Purple,bob.purple@email.com,Prof. Sam
235,Mathematics,Jack Orange,jack.orange@university.edu,Prof. Sam
307,Sociology,Dana Black,dana.black@student.org,Prof. Mona
120,Computer Science,Jack Azure,jack.azure@student.org,Prof. Alice
415,Geography,Grace Johnson,grace.johnson@university.edu,Prof. Alice
546,Mathematics,Ivy White,ivy.white@university.edu,Prof. Dana
397,Philosophy,Dana Purple,dana.purple@student.org,Prof. Liam
458,Architecture,Dana Green,dana.green@email.com,Prof. Nick
434,History,Dana White,dana.white@student.org,Prof. Alice
456,Engineering,Grace Green,grace.green@university.edu,Prof. Eve
138,Architecture,Hank Yellow,hank.yellow@email.com,Prof. Jack
376,Psychology,Tina Johnson,tina.johnson@student.org,Prof. Rita
464,Computer Science,Bob Black,bob.black@university.edu,Prof. Kelly
596,Philosophy,Ivy Red,ivy.red@student.org,Prof. Eve
293,Biology,Alice Gray,alice.gray@student.org,Prof. Sam
281,English,Kelly Purple,kelly.purple@email.com,Prof. Liam
386,Sociology,Eve Cyan,eve.cyan@student.org,Prof. Paul
580,Art,Olivia Teal,olivia.teal@university.edu,Prof. Alice
126,Physics,Bob Johnson,bob.johnson@student.org,Prof. Dana
169,Architecture,Paul Pink,paul.pink@university.edu,Prof. Rita
419,Geography,Liam Purple,liam.purple@student.org,Prof. Sam
459,Environmental Science,Jack Cyan,jack.cyan@email.com,Prof. Charlie
419,Sociology,Bob Pink,bob.pink@university.edu,Prof. Ivy
254,Mathematics,Kelly Green,kelly.green@university.edu,Prof. Nick
587,Computer Science,Mona Indigo,mona.indigo@university.edu,Prof. Dana
593,Political Science,Frank Gray,frank.gray@university.edu,Prof. Eve
254,English,Ivy Gray,ivy.gray@email.com,Prof. Mona
162,Environmental Science,Nick Johnson,nick.johnson@student.org,Prof. Frank
306,Economics,Olivia Purple,olivia.purple@email.com,Prof. Quincy
256,Psychology,Eve Blue,eve.blue@email.com,Prof. Liam
437,Statistics,Kelly Red,kelly.red@email.com,Prof. Dana
468,Physics,Sam Cyan,sam.cyan@student.org,Prof. Rita
168,Sociology,Rita Gray,rita.gray@student.org,Prof. Liam
323,Philosophy,Charlie Violet,charlie.violet@university.edu,Prof. Alice
264,Mathematics,Sam Gray,sam.gray@university.edu,Prof. Tina
201,English,Liam Johnson,liam.johnson@university.edu,Prof. Nick
172,Economics,Grace Teal,grace.teal@student.org,Prof. Paul
566,Philosophy,Dana Green,dana.green@student.org,Prof. Ivy
522,Anthropology,Olivia Green,olivia.green@email.com,Prof. Frank
315,Computer Science,Hank Davis,hank.davis@student.org,Prof. Quincy
186,Psychology,Alice Yellow,alice.yellow@student.org,Prof. Tina
461,Anthropology,Eve Pink,eve.pink@university.edu,Prof. Bob
522,Art,Paul Azure,paul.azure@student.org,Prof. Sam
243,Economics,Mona Azure,mona.azure@student.org,Prof. Quincy
269,Chemistry,Dana Brown,dana.brown@student.org,Prof. Bob
543,Psychology,Jack Teal,jack.teal@email.com,Prof. Dana
312,English,Olivia Blue,olivia.blue@student.org,Prof. Olivia
219,Mathematics,Tina Indigo,tina.indigo@university.edu,Prof. Tina
569,Psychology,Kelly Violet,kelly.violet@student.org,Prof. Dana
150,Art,Charlie Gray,charlie.gray@university.edu,Prof. Olivia
531,Architecture,Olivia Indigo,olivia.indigo@university.edu,Prof. Charlie
297,Art,Sam Indigo,sam.indigo@email.com,Prof. Rita
297,History,Frank Violet,frank.violet@student.org,Prof. Olivia
575,Physics,Quincy Magenta,quincy.magenta@student.org,Prof. Mona
525,Geography,Eve Johnson,eve.johnson@email.com,Prof. Jack
180,Engineering,Dana Blue,dana.blue@student.org,Prof. Ivy
501,Anthropology,Eve Gray,eve.gray@email.com,Prof. Ivy
479,Psychology,Bob Magenta,bob.magenta@student.org,Prof. Eve
407,History,Alice Cyan,alice.cyan@email.com,Prof. Eve
360,Anthropology,Grace Orange,grace.orange@university.edu,Prof. Rita
322,Anthropology,Grace Red,grace.red@email.com,Prof. Dana
236,Psychology,Kelly Cyan,kelly.cyan@email.com,Prof. Rita
300,Engineering,Quincy Johnson,quincy.johnson@email.com,Prof. Mona
154,Architecture,Olivia Davis,olivia.davis@university.edu,Prof. Alice
329,Economics,Jack Teal,jack.teal@university.edu,Prof. Rita
375,History,Alice White,alice.white@student.org,Prof. Nick
140,Physics,Paul Brown,paul.brown@university.edu,Prof. Grace
191,Architecture,Sam Black,sam.black@email.com,Prof. Grace
577,Philosophy,Dana Blue,dana.blue@student.org,Prof. Tina
540,English,Nick Purple,nick.purple@email.com,Prof. Paul
525,Environmental Science,Kelly Yellow,kelly.yellow@university.edu,Prof. Olivia
489,Economics,Bob Johnson,bob.johnson@university.edu,Prof. Rita
261,Physics,Bob Azure,bob.azure@student.org,Prof. Frank
